asin_or_url,title,brand,department,category,categories,description,short_description,image_urls,model,color,size,capacity,configuration,price_snapshot,price_checked_at,availability,condition,active,product_type,dimensions,specifications,keywords
B0D3VCV459,Edihome Freidora unidades Desechable Accesorios,edihome,Hogar,Cocina y comedor,,"Edihome Freidora unidades Desechable Accesorios, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Accesorio para freidora disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0D3VCV459.svg,,,,,,,,unknown,new,true,Accesorio para freidora,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","edihome, freidora, unidades, desechable, accesorios, accesorio, para"
B006T8O2PG,Milan Bmm9215 Pack Gomas Borrar,MILAN,Hogar,Hogar,,"Milan Bmm9215 Pack Gomas Borrar, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Gomas de borrar disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B006T8O2PG.svg,,,,,,,,unknown,new,true,Gomas de borrar,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","milan, bmm9215, pack, gomas, borrar"
B0DVRGD6M1,Ventilador Techo Mando Aspas Motor,Genérico,Hogar,Jardín y terraza,,"Ventilador Techo Mando Aspas Motor, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Ventilador disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0DVRGD6M1.svg,,,,,,,,unknown,new,true,Ventilador,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","genérico, ventilador, techo, mando, aspas, motor"
B0BWCVYFLC,Tapo TP-Link C210 2 Pack Vigilancia,TP-Link,Tecnología,Tecnología,,"Tapo TP-Link C210 2 Pack Vigilancia, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Cámara de vigilancia disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0BWCVYFLC.svg,,,,,,,,unknown,new,true,Cámara de vigilancia,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","link, tapo, c210, pack, vigilancia, cámara"
B0BY9592V9,Rowenta Pure Pop Dr2022 Reversibles,Rowenta,Hogar,Hogar,,"Rowenta Pure Pop Dr2022 Reversibles, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Plancha vertical de vapor disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0BY9592V9.svg,,,,,,,,unknown,new,true,Plancha vertical de vapor,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","rowenta, pure, pop, dr2022, reversibles, plancha, vertical, vapor"
B07KF9TC3J,Soporte Pared Articulado Inclinable Giratorio,Genérico,Tecnología,Tecnología,,"Soporte Pared Articulado Inclinable Giratorio, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Soporte para TV disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B07KF9TC3J.svg,,,,,,,,unknown,new,true,Soporte para TV,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","genérico, soporte, pared, articulado, inclinable, giratorio, para"
B0D1KCLVPX,Vactechpro V15 Aspiradora Aspirador Inalámbrica,VACTechPro,Hogar,Hogar,,"Vactechpro V15 Aspiradora Aspirador Inalámbrica, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Aspiradora disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0D1KCLVPX.svg,,,,,,,,unknown,new,true,Aspiradora,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","vactechpro, v15, aspiradora, aspirador, inalámbrica"
B0CYQJY6Z6,Wonderlamp Ventilador 3000 4000 6000K Intensidad Silencioso,wonderlamp,Hogar,Jardín y terraza,,"Wonderlamp Ventilador 3000 4000 6000K Intensidad Silencioso, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Ventilador disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0CYQJY6Z6.svg,,,,,,,,unknown,new,true,Ventilador,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","wonderlamp, ventilador, 3000, 4000, 6000k, intensidad, silencioso"
B0C7CVYDYN,BRITA 600L Cartucho Recambio Filtro,BRITA,Hogar,Cocina y comedor,,"BRITA 600L Cartucho Recambio Filtro, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Filtro de agua disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0C7CVYDYN.svg,,,,,,,,unknown,new,true,Filtro de agua,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","brita, 600l, cartucho, recambio, filtro, agua"
B01FXNE9S2,Hg Limpiador Antimoho Azulejos Silicona,Genérico,Hogar,Hogar,,"Hg Limpiador Antimoho Azulejos Silicona, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Limpiador antimoho disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B01FXNE9S2.svg,,,,,,,,unknown,new,true,Limpiador antimoho,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","genérico, limpiador, antimoho, azulejos, silicona"
B0F43JP31L,Leduni Ventilador Techo Aspas Retráctiles,LEDUNI,Hogar,Jardín y terraza,,"Leduni Ventilador Techo Aspas Retráctiles, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Ventilador disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0F43JP31L.svg,,,,,,,,unknown,new,true,Ventilador,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","leduni, ventilador, techo, aspas, retráctiles"
B084H8X4SW,Amazon Basics Filtrantes Compatibles Perfectfit,Genérico,Hogar,Hogar,,"Amazon Basics Filtrantes Compatibles Perfectfit, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Bolsas filtrantes disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B084H8X4SW.svg,,,,,,,,unknown,new,true,Bolsas filtrantes,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","genérico, amazon, basics, filtrantes, compatibles, perfectfit, bolsas"
B0BSXDVQG7,BRITA Cartucho Filtro Agua Maxtra,BRITA,Hogar,Cocina y comedor,,"BRITA Cartucho Filtro Agua Maxtra, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Filtro de agua disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0BSXDVQG7.svg,,,,,,,,unknown,new,true,Filtro de agua,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","brita, cartucho, filtro, agua, maxtra"
B098B7MV31,GRIFEMA Gb1004 2 Articulado Inclinable Pantallas,GRIFEMA,Tecnología,Tecnología,,"GRIFEMA Gb1004 2 Articulado Inclinable Pantallas, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Soporte para monitor disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B098B7MV31.svg,,,,,,,,unknown,new,true,Soporte para monitor,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","grifema, gb1004, articulado, inclinable, pantallas, soporte, para, monitor"
B08WL7WJZ7,Homefashion Pantalla Inoxidable Alimentos Multifuncional,HomeFashion,Hogar,Cocina y comedor,,"Homefashion Pantalla Inoxidable Alimentos Multifuncional, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Utensilio de cocina disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B08WL7WJZ7.svg,,,,,,,,unknown,new,true,Utensilio de cocina,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","homefashion, pantalla, inoxidable, alimentos, multifuncional, utensilio, cocina"
B0CP5QXC1H,Hoshanho Cuchillos 16 Japoneses Profesional,HOSHANHO,Hogar,Cocina y comedor,,"Hoshanho Cuchillos 16 Japoneses Profesional, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Cuchillos disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0CP5QXC1H.svg,,,,,,,,unknown,new,true,Cuchillos,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","hoshanho, cuchillos, japoneses, profesional"
B0D2HYQZGC,Hoshanho Cuchillos Japoneses Profesional Afilado,HOSHANHO,Hogar,Cocina y comedor,,"Hoshanho Cuchillos Japoneses Profesional Afilado, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Cuchillos disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0D2HYQZGC.svg,,,,,,,,unknown,new,true,Cuchillos,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","hoshanho, cuchillos, japoneses, profesional, afilado"
B09TFGQ3XB,Xinzuo Cuchillos Profesional Universal Multifuncionales,XINZUO,Hogar,Cocina y comedor,,"Xinzuo Cuchillos Profesional Universal Multifuncionales, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Cuchillos disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B09TFGQ3XB.svg,,,,,,,,unknown,new,true,Cuchillos,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","xinzuo, cuchillos, profesional, universal, multifuncionales"
B0CVSFLB4Q,Universal Deflector Acondicionado Ajustable Ancianos,Genérico,Hogar,Jardín y terraza,,"Universal Deflector Acondicionado Ajustable Ancianos, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Deflector de aire acondicionado disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0CVSFLB4Q.svg,,,,,,,,unknown,new,true,Deflector de aire acondicionado,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","genérico, universal, deflector, acondicionado, ajustable, ancianos, aire"
B0F2DJV6SZ,SWEET VIEW Spray Pulverizador Dispensador,SWEET VIEW,Hogar,Cocina y comedor,,"SWEET VIEW Spray Pulverizador Dispensador, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Pulverizador disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0F2DJV6SZ.svg,,,,,,,,unknown,new,true,Pulverizador,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","sweet, view, spray, pulverizador, dispensador"
B00G5YOVZA,Nespresso Delonghi Inissia en 80 B,Nespresso,Hogar,Cocina y comedor,,"Nespresso Delonghi Inissia en 80 B, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Cafetera disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B00G5YOVZA.svg,,,,,,,,unknown,new,true,Cafetera,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","nespresso, delonghi, inissia, cafetera"
B07LH37K3Y,Intex Standard Modelo Classic 64765,Intex,Hogar,Camas y colchones,,"Intex Standard Modelo Classic 64765, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Colchón hinchable disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B07LH37K3Y.svg,,,,,,,,unknown,new,true,Colchón hinchable,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","intex, standard, modelo, classic, 64765, colchón, hinchable"
B0G7JF3V25,Cecotec Batidora Titanium Cuchillas Velocidades,Cecotec,Hogar,Cocina y comedor,,"Cecotec Batidora Titanium Cuchillas Velocidades, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Cuchillos disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0G7JF3V25.svg,,,,,,,,unknown,new,true,Cuchillos,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","cecotec, batidora, titanium, cuchillas, velocidades, cuchillos"
B003KHJO6G,Honeywell Turboforce Refrigeración Funcionamiento Inclinación,Honeywell,Hogar,Jardín y terraza,,"Honeywell Turboforce Refrigeración Funcionamiento Inclinación, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Ventilador de mesa disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B003KHJO6G.svg,,,,,,,,unknown,new,true,Ventilador de mesa,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","honeywell, turboforce, refrigeración, funcionamiento, inclinación, ventilador, mesa"
B08J4NMBL2,Braun Rasuradora Eliminador Superiores Barbilla,Braun,Belleza y cuidado,Belleza y cuidado,,"Braun Rasuradora Eliminador Superiores Barbilla, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Afeitadora disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B08J4NMBL2.svg,,,,,,,,unknown,new,true,Afeitadora,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","braun, rasuradora, eliminador, superiores, barbilla, afeitadora"
B0812BKN39,Arcos 859800 Cuchillos Colores Stainless,Arcos,Hogar,Cocina y comedor,,"Arcos 859800 Cuchillos Colores Stainless, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Cuchillos disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0812BKN39.svg,,,,,,,,unknown,new,true,Cuchillos,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","arcos, 859800, cuchillos, colores, stainless"
B0CPH8B2DN,Eqm Descalcificador Cafeteras Compatible Incrustada,EQM,Hogar,Cocina y comedor,,"Eqm Descalcificador Cafeteras Compatible Incrustada, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Cafetera disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0CPH8B2DN.svg,,,,,,,,unknown,new,true,Cafetera,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","eqm, descalcificador, cafeteras, compatible, incrustada, cafetera"
B0B3JJH9YW,Cecotec Retráctites Energysilence Temporizador Verano Invierno,Cecotec,Hogar,Jardín y terraza,,"Cecotec Retráctites Energysilence Temporizador Verano Invierno, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Ventilador de techo disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0B3JJH9YW.svg,,,,,,,,unknown,new,true,Ventilador de techo,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","cecotec, retráctites, energysilence, temporizador, verano, invierno, ventilador, techo"
B0C621SPBN,Meiqihome Juego Bolsas Vacío Eléctrica,MEIQIHOME,Hogar,Almacenaje,,"Meiqihome Juego Bolsas Vacío Eléctrica, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Bolsas de vacío disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0C621SPBN.svg,,,,,,,,unknown,new,true,Bolsas de vacío,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","meiqihome, juego, bolsas, vacío, eléctrica"
B0FVV76SFF,Dilidala Aspirador Aspiradora Escobillas Mascotas,DiliDala,Hogar,Hogar,,"Dilidala Aspirador Aspiradora Escobillas Mascotas, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Aspiradora disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0FVV76SFF.svg,,,,,,,,unknown,new,true,Aspiradora,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","dilidala, aspirador, aspiradora, escobillas, mascotas"
B01EB5XTDY,Tefal Secure Cestillo Inoxidable Plateado,Tefal,Hogar,Cocina y comedor,,"Tefal Secure Cestillo Inoxidable Plateado, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Cestillo de cocina disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B01EB5XTDY.svg,,,,,,,,unknown,new,true,Cestillo de cocina,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","tefal, secure, cestillo, inoxidable, plateado, cocina"
B0F328Y3ZG,GRIFEMA Recargable Ergonómico Cappuccino Bulletproof,GRIFEMA,Hogar,Cocina y comedor,,"GRIFEMA Recargable Ergonómico Cappuccino Bulletproof, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Espumador de leche disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0F328Y3ZG.svg,,,,,,,,unknown,new,true,Espumador de leche,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","grifema, recargable, ergonómico, cappuccino, bulletproof, espumador, leche"
B0C2Z9H9KG,Homca Almohada Ergonómico Ortopedica Relajación,HOMCA,Hogar,Textiles y cojines,,"Homca Almohada Ergonómico Ortopedica Relajación, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Almohada ortopédica disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0C2Z9H9KG.svg,,,,,,,,unknown,new,true,Almohada ortopédica,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","homca, almohada, ergonómico, ortopedica, relajación, ortopédica"
B07BFD6LHZ,Tefal K13304 Segundos Picadora Transparente,Tefal,Hogar,Cocina y comedor,,"Tefal K13304 Segundos Picadora Transparente, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Picadora disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B07BFD6LHZ.svg,,,,,,,,unknown,new,true,Picadora,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","tefal, k13304, segundos, picadora, transparente"
B0BQ1HT1HQ,Cecotec Cuchillas Recubrimiento Velocidad Montaclaras,Cecotec,Hogar,Cocina y comedor,,"Cecotec Cuchillas Recubrimiento Velocidad Montaclaras, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Cuchillos disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0BQ1HT1HQ.svg,,,,,,,,unknown,new,true,Cuchillos,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","cecotec, cuchillas, recubrimiento, velocidad, montaclaras, cuchillos"
B0BFB3Q7SD,Cecotec Inoxblack Tecnología Perfectcook Termostato,Cecotec,Hogar,Cocina y comedor,,"Cecotec Inoxblack Tecnología Perfectcook Termostato, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Olla eléctrica disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0BFB3Q7SD.svg,,,,,,,,unknown,new,true,Olla eléctrica,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","cecotec, inoxblack, tecnología, perfectcook, termostato, olla, eléctrica"
B0CXSXJ4X5,Muukaiii Almacenaje Recipientes Hermeticos Contenedores,MUUKAIII,Hogar,Almacenaje,,"Muukaiii Almacenaje Recipientes Hermeticos Contenedores, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Organizador de cocina disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0CXSXJ4X5.svg,,,,,,,,unknown,new,true,Organizador de cocina,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","muukaiii, almacenaje, recipientes, hermeticos, contenedores, organizador, cocina"
B0085Z9JQI,Milan Caja Gomas Miga Cuadradas,MILAN,Hogar,Hogar,,"Milan Caja Gomas Miga Cuadradas, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Gomas de borrar disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0085Z9JQI.svg,,,,,,,,unknown,new,true,Gomas de borrar,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","milan, caja, gomas, miga, cuadradas, borrar"
B0C7SBTGYZ,Freidora Portentum unidades Food Grade Freidoras,Genérico,Hogar,Cocina y comedor,,"Freidora Portentum unidades Food Grade Freidoras, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Accesorio para freidora disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0C7SBTGYZ.svg,,,,,,,,unknown,new,true,Accesorio para freidora,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","genérico, freidora, portentum, unidades, food, grade, freidoras, accesorio, para"
B0B7KCK2YV,Philips Azur Serie Plancha Vapor,Philips,Hogar,Cocina y comedor,,"Philips Azur Serie Plancha Vapor, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Plancha de vapor disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0B7KCK2YV.svg,,,,,,,,unknown,new,true,Plancha de vapor,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","philips, azur, serie, plancha, vapor"
B0D69T4MGW,GRIFEMA Gb1054 Adjustable Compatible Portátiles,GRIFEMA,Hogar,Hogar,,"GRIFEMA Gb1054 Adjustable Compatible Portátiles, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Accesorio ajustable disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B0D69T4MGW.svg,,,,,,,,unknown,new,true,Accesorio ajustable,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","grifema, gb1054, adjustable, compatible, portátiles, accesorio, ajustable"
B091TJ7PV1,Aislamiento Acondicionado Egnbu Portátiles Instalación,EGNBU,Hogar,Jardín y terraza,,"Aislamiento Acondicionado Egnbu Portátiles Instalación, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Kit de aislamiento para aire acondicionado disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B091TJ7PV1.svg,,,,,,,,unknown,new,true,Kit de aislamiento para aire acondicionado,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","egnbu, aislamiento, acondicionado, portátiles, instalación, kit, para, aire"
B072FGV2YH,Cuchillos Mondadores Inoxidable Polipropileno Lavavajillas,Genérico,Hogar,Cocina y comedor,,"Cuchillos Mondadores Inoxidable Polipropileno Lavavajillas, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Cuchillos disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B072FGV2YH.svg,,,,,,,,unknown,new,true,Cuchillos,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","genérico, cuchillos, mondadores, inoxidable, polipropileno, lavavajillas"
B08X14J7VW,Rowenta Premiss Bs1400 Personal Electrónica,Rowenta,Belleza y cuidado,Belleza y cuidado,,"Rowenta Premiss Bs1400 Personal Electrónica, seleccionado para el catálogo editorial de SecretShop. Consulta en Amazon España la ficha completa, las variantes, la compatibilidad, el precio y la disponibilidad actual antes de comprar.",Báscula disponible en Amazon España; revisa la ficha y las variantes actuales.,https://secretshops.github.io/assets/images/amazon/B08X14J7VW.svg,,,,,,,,unknown,new,true,Báscula,,"Consulta la ficha de Amazon España para confirmar especificaciones, variantes y compatibilidad.","rowenta, premiss, bs1400, personal, electrónica, báscula"
